[Sat Jul 18 14:41:09 UTC 2026] axis1 child starting RUN_ID=adapt_ax1fv4q1v400s1_finger_seed5_ckpt500000 WM_RUN=ax1wm_finger_fv4q1v400s1_seed5 job=NA host=243a28687a6f
[Sat Jul 18 14:41:09 UTC 2026] env prepared: python=/workspace/conda_envs/dreamerv3/bin/python
python_executable=/workspace/conda_envs/dreamerv3/bin/python
[Sat Jul 18 14:41:09 UTC 2026] offline_fit WM_RUN=ax1wm_finger_fv4q1v400s1_seed5 REPLAY=/workspace/dreamerv3_runs/axis1_finger/q1v400/side1 UPDATES=500000 SEED=5
[Sat Jul 18 14:41:09 UTC 2026] fit flags: --agent.expl.mode apt  (arm=full size=default)
Logdir: /workspace/dreamerv3_runs/ax1wm_finger_fv4q1v400s1_seed5
Static replay: /workspace/dreamerv3_runs/axis1_finger/q1v400/side1
Observations
  reward           Space(float32, shape=(), low=-inf, high=inf)
  is_first         Space(bool, shape=(), low=False, high=True)
  is_last          Space(bool, shape=(), low=False, high=True)
  is_terminal      Space(bool, shape=(), low=False, high=True)
  position         Space(float32, shape=(4,), low=-inf, high=inf)
  velocity         Space(float32, shape=(3,), low=-inf, high=inf)
  touch            Space(float32, shape=(2,), low=-inf, high=inf)
  target_position  Space(float32, shape=(2,), low=-inf, high=inf)
  dist_to_target   Space(float32, shape=(), low=-inf, high=inf)
Actions
  action           Space(float32, shape=(2,), low=-1.0, high=1.0)
Extras
  consec           Space(int32, shape=(), low=-2147483648, high=2147483647)
  stepid           Space(uint8, shape=(20,), low=0, high=255)
  dyn/deter        Space(float32, shape=(512,), low=-inf, high=inf)
  dyn/stoch        Space(float32, shape=(32, 4), low=-inf, high=inf)
JAX devices (1): [cuda:0]
Policy devices: cuda:0
Train devices:  cuda:0
Initializing parameters...
/workspace/dreamerv3/embodied/jax/agent.py:112: DeprecationWarning: `with mesh:` context manager has been deprecated. Please use `with jax.set_mesh(mesh):` instead.
  with self.train_mesh:
Optimizer opt has 580,880 params:
       364,160 dyn
        66,111 val
        50,316 dec
        49,796 pol
        41,153 con
         9,344 enc
/workspace/conda_envs/dreamerv3/lib/python3.11/site-packages/optax/_src/linear_algebra.py:44: DeprecationWarning: optax.global_norm is deprecated in favor of optax.tree.norm
  warnings.warn(
Done initializing!
Compiling 1 checkpoint groups...
Largest checkpoint group: 0 GB
Compiling train and report...
/workspace/dreamerv3/embodied/jax/agent.py:187: DeprecationWarning: `with mesh:` context manager has been deprecated. Please use `with jax.set_mesh(mesh):` instead.
  with self.train_mesh:
/workspace/conda_envs/dreamerv3/lib/python3.11/site-packages/optax/_src/linear_algebra.py:44: DeprecationWarning: optax.global_norm is deprecated in favor of optax.tree.norm
  warnings.warn(
Train cost analysis:
No available
Report cost analysis:
No available
Done compiling!
Did not find any checkpoint.
Loaded static replay: 374800 sampling items (seq length 65).
  update     1/500000: wm_total=0.000  
  update    25/500000: wm_total=27.763  con=0.477  dist_to_target=0.570  dyn=7.918  position=2.639  rep=7.918  target_position=0.698  touch=1.107  velocity=6.436
  update 18500/500000: wm_total=4.543  con=0.020  dist_to_target=0.006  dyn=2.161  position=0.025  rep=2.161  target_position=0.016  touch=0.038  velocity=0.117
  update 18525/500000: wm_total=4.861  con=0.020  dist_to_target=0.005  dyn=2.322  position=0.028  rep=2.322  target_position=0.017  touch=0.038  velocity=0.109
  update 18550/500000: wm_total=4.758  con=0.020  dist_to_target=0.005  dyn=2.258  position=0.023  rep=2.258  target_position=0.016  touch=0.046  velocity=0.133
  update 18575/500000: wm_total=4.872  con=0.020  dist_to_target=0.006  dyn=2.318  position=0.023  rep=2.318  target_position=0.015  touch=0.048  velocity=0.123
  update 18600/500000: wm_total=4.817  con=0.020  dist_to_target=0.005  dyn=2.293  position=0.022  rep=2.293  target_position=0.016  touch=0.047  velocity=0.121
  update 18625/500000: wm_total=5.068  con=0.020  dist_to_target=0.006  dyn=2.411  position=0.025  rep=2.411  target_position=0.016  touch=0.058  velocity=0.121
  update 18650/500000: wm_total=4.837  con=0.020  dist_to_target=0.004  dyn=2.308  position=0.023  rep=2.308  target_position=0.016  touch=0.042  velocity=0.115
  update 18675/500000: wm_total=4.794  con=0.020  dist_to_target=0.007  dyn=2.288  position=0.024  rep=2.288  target_position=0.017  touch=0.042  velocity=0.108
  update 18700/500000: wm_total=4.766  con=0.020  dist_to_target=0.008  dyn=2.266  position=0.022  rep=2.266  target_position=0.016  touch=0.041  velocity=0.127
  update 18725/500000: wm_total=4.347  con=0.020  dist_to_target=0.006  dyn=2.067  position=0.024  rep=2.067  target_position=0.016  touch=0.042  velocity=0.104
  update 18750/500000: wm_total=5.303  con=0.020  dist_to_target=0.003  dyn=2.514  position=0.024  rep=2.514  target_position=0.017  touch=0.050  velocity=0.160
  update 18775/500000: wm_total=4.050  con=0.020  dist_to_target=0.007  dyn=1.926  position=0.022  rep=1.926  target_position=0.015  touch=0.034  velocity=0.100
  update 18800/500000: wm_total=4.840  con=0.020  dist_to_target=0.008  dyn=2.303  position=0.022  rep=2.303  target_position=0.015  touch=0.052  velocity=0.116
  update 18825/500000: wm_total=6.936  con=0.020  dist_to_target=0.004  dyn=3.314  position=0.029  rep=3.314  target_position=0.017  touch=0.071  velocity=0.166
  update 18850/500000: wm_total=4.409  con=0.020  dist_to_target=0.006  dyn=2.103  position=0.025  rep=2.103  target_position=0.015  touch=0.039  velocity=0.099
  update 18875/500000: wm_total=5.740  con=0.020  dist_to_target=0.008  dyn=2.731  position=0.024  rep=2.731  target_position=0.017  touch=0.067  velocity=0.143
  update 18900/500000: wm_total=5.178  con=0.020  dist_to_target=0.005  dyn=2.457  position=0.023  rep=2.457  target_position=0.016  touch=0.056  velocity=0.143
  update 18925/500000: wm_total=4.554  con=0.020  dist_to_target=0.006  dyn=2.168  position=0.021  rep=2.168  target_position=0.016  touch=0.036  velocity=0.118
  update 18950/500000: wm_total=5.653  con=0.020  dist_to_target=0.004  dyn=2.674  position=0.029  rep=2.674  target_position=0.018  touch=0.039  velocity=0.195
  update 18975/500000: wm_total=4.725  con=0.020  dist_to_target=0.007  dyn=2.241  position=0.022  rep=2.241  target_position=0.017  touch=0.042  velocity=0.135
  update 19000/500000: wm_total=4.857  con=0.020  dist_to_target=0.007  dyn=2.313  position=0.025  rep=2.313  target_position=0.016  touch=0.048  velocity=0.113
  update 19025/500000: wm_total=4.560  con=0.020  dist_to_target=0.007  dyn=2.175  position=0.023  rep=2.175  target_position=0.016  touch=0.036  velocity=0.108
  update 19050/500000: wm_total=4.556  con=0.020  dist_to_target=0.007  dyn=2.178  position=0.023  rep=2.178  target_position=0.015  touch=0.038  velocity=0.095
  update 19075/500000: wm_total=4.538  con=0.020  dist_to_target=0.005  dyn=2.152  position=0.024  rep=2.152  target_position=0.016  touch=0.044  velocity=0.124
  update 19100/500000: wm_total=4.840  con=0.020  dist_to_target=0.007  dyn=2.309  position=0.023  rep=2.309  target_position=0.016  touch=0.041  velocity=0.116
  update 19125/500000: wm_total=5.122  con=0.020  dist_to_target=0.005  dyn=2.434  position=0.024  rep=2.434  target_position=0.016  touch=0.048  velocity=0.141
  update 19150/500000: wm_total=4.612  con=0.020  dist_to_target=0.007  dyn=2.200  position=0.023  rep=2.200  target_position=0.016  touch=0.040  velocity=0.104
  update 19175/500000: wm_total=4.261  con=0.020  dist_to_target=0.008  dyn=2.021  position=0.023  rep=2.021  target_position=0.016  touch=0.038  velocity=0.114
  update 19200/500000: wm_total=4.462  con=0.020  dist_to_target=0.005  dyn=2.125  position=0.022  rep=2.125  target_position=0.016  touch=0.042  velocity=0.106
  update 19225/500000: wm_total=4.390  con=0.020  dist_to_target=0.006  dyn=2.095  position=0.023  rep=2.095  target_position=0.016  touch=0.035  velocity=0.099
  update 19250/500000: wm_total=3.759  con=0.020  dist_to_target=0.006  dyn=1.785  position=0.022  rep=1.785  target_position=0.016  touch=0.032  velocity=0.093
  update 19275/500000: wm_total=5.440  con=0.020  dist_to_target=0.005  dyn=2.598  position=0.020  rep=2.598  target_position=0.016  touch=0.057  velocity=0.125
  update 19300/500000: wm_total=5.042  con=0.020  dist_to_target=0.005  dyn=2.405  position=0.019  rep=2.405  target_position=0.016  touch=0.045  velocity=0.127
  update 19325/500000: wm_total=5.481  con=0.020  dist_to_target=0.006  dyn=2.607  position=0.022  rep=2.607  target_position=0.016  touch=0.061  velocity=0.140
  update 19350/500000: wm_total=5.370  con=0.020  dist_to_target=0.005  dyn=2.555  position=0.025  rep=2.555  target_position=0.016  touch=0.054  velocity=0.141
  update 19375/500000: wm_total=4.241  con=0.020  dist_to_target=0.006  dyn=2.020  position=0.023  rep=2.020  target_position=0.017  touch=0.037  velocity=0.098
  update 19400/500000: wm_total=4.633  con=0.020  dist_to_target=0.004  dyn=2.198  position=0.024  rep=2.198  target_position=0.017  touch=0.052  velocity=0.121
  update 19425/500000: wm_total=4.360  con=0.020  dist_to_target=0.004  dyn=2.070  position=0.023  rep=2.070  target_position=0.017  touch=0.036  velocity=0.121
  update 19450/500000: wm_total=5.164  con=0.020  dist_to_target=0.005  dyn=2.457  position=0.022  rep=2.457  target_position=0.016  touch=0.062  velocity=0.126
  update 19475/500000: wm_total=5.055  con=0.020  dist_to_target=0.005  dyn=2.414  position=0.024  rep=2.414  target_position=0.016  touch=0.044  velocity=0.116
  update 19500/500000: wm_total=4.524  con=0.020  dist_to_target=0.004  dyn=2.152  position=0.020  rep=2.152  target_position=0.017  touch=0.044  velocity=0.114
  update 19525/500000: wm_total=4.463  con=0.020  dist_to_target=0.005  dyn=2.129  position=0.022  rep=2.129  target_position=0.016  touch=0.029  velocity=0.112
  update 19550/500000: wm_total=4.955  con=0.020  dist_to_target=0.006  dyn=2.356  position=0.023  rep=2.356  target_position=0.016  touch=0.053  velocity=0.125
  update 19575/500000: wm_total=4.713  con=0.020  dist_to_target=0.007  dyn=2.251  position=0.021  rep=2.251  target_position=0.016  touch=0.034  velocity=0.112
  update 19600/500000: wm_total=3.963  con=0.020  dist_to_target=0.005  dyn=1.880  position=0.023  rep=1.880  target_position=0.016  touch=0.029  velocity=0.110
  update 19625/500000: wm_total=4.637  con=0.020  dist_to_target=0.007  dyn=2.211  position=0.024  rep=2.211  target_position=0.016  touch=0.039  velocity=0.110
  update 19650/500000: wm_total=4.809  con=0.020  dist_to_target=0.004  dyn=2.286  position=0.024  rep=2.286  target_position=0.016  touch=0.059  velocity=0.112
  update 19675/500000: wm_total=4.852  con=0.020  dist_to_target=0.005  dyn=2.301  position=0.022  rep=2.301  target_position=0.017  touch=0.048  velocity=0.137
  update 19700/500000: wm_total=5.340  con=0.020  dist_to_target=0.004  dyn=2.553  position=0.024  rep=2.553  target_position=0.017  touch=0.036  velocity=0.132
  update 19725/500000: wm_total=4.917  con=0.020  dist_to_target=0.005  dyn=2.340  position=0.023  rep=2.340  target_position=0.017  touch=0.043  velocity=0.129
  update 19750/500000: wm_total=5.040  con=0.020  dist_to_target=0.008  dyn=2.398  position=0.022  rep=2.398  target_position=0.016  touch=0.050  velocity=0.129
  update 19775/500000: wm_total=4.166  con=0.020  dist_to_target=0.008  dyn=1.978  position=0.024  rep=1.978  target_position=0.017  touch=0.031  velocity=0.111
  update 19800/500000: wm_total=4.175  con=0.020  dist_to_target=0.005  dyn=1.991  position=0.024  rep=1.991  target_position=0.016  touch=0.031  velocity=0.096
  update 19825/500000: wm_total=5.506  con=0.020  dist_to_target=0.005  dyn=2.635  position=0.022  rep=2.635  target_position=0.015  touch=0.051  velocity=0.122
  update 19850/500000: wm_total=3.977  con=0.020  dist_to_target=0.005  dyn=1.892  position=0.021  rep=1.892  target_position=0.015  touch=0.034  velocity=0.097
  update 19875/500000: wm_total=5.042  con=0.020  dist_to_target=0.005  dyn=2.407  position=0.023  rep=2.407  target_position=0.016  touch=0.046  velocity=0.118
  update 19900/500000: wm_total=5.070  con=0.020  dist_to_target=0.006  dyn=2.413  position=0.021  rep=2.413  target_position=0.016  touch=0.060  velocity=0.121
  update 19925/500000: wm_total=4.983  con=0.020  dist_to_target=0.007  dyn=2.375  position=0.025  rep=2.375  target_position=0.016  touch=0.044  velocity=0.121
  update 19950/500000: wm_total=4.877  con=0.020  dist_to_target=0.006  dyn=2.317  position=0.023  rep=2.317  target_position=0.016  touch=0.049  velocity=0.128
  update 19975/500000: wm_total=4.385  con=0.020  dist_to_target=0.005  dyn=2.089  position=0.023  rep=2.089  target_position=0.017  touch=0.033  velocity=0.109
  update 20000/500000: wm_total=4.997  con=0.020  dist_to_target=0.005  dyn=2.379  position=0.022  rep=2.379  target_position=0.016  touch=0.044  velocity=0.131
  update 20025/500000: wm_total=4.592  con=0.020  dist_to_target=0.008  dyn=2.190  position=0.021  rep=2.190  target_position=0.016  touch=0.040  velocity=0.106
  update 20050/500000: wm_total=4.473  con=0.020  dist_to_target=0.008  dyn=2.122  position=0.022  rep=2.122  target_position=0.016  touch=0.038  velocity=0.125
  update 20075/500000: wm_total=4.186  con=0.020  dist_to_target=0.007  dyn=1.991  position=0.021  rep=1.991  target_position=0.016  touch=0.039  velocity=0.102
  update 20100/500000: wm_total=5.666  con=0.020  dist_to_target=0.004  dyn=2.707  position=0.021  rep=2.707  target_position=0.017  touch=0.064  velocity=0.126
  update 20125/500000: wm_total=5.058  con=0.020  dist_to_target=0.007  dyn=2.409  position=0.024  rep=2.409  target_position=0.016  touch=0.042  velocity=0.132
  update 20150/500000: wm_total=4.828  con=0.020  dist_to_target=0.004  dyn=2.300  position=0.024  rep=2.300  target_position=0.016  touch=0.047  velocity=0.118
  update 20175/500000: wm_total=4.586  con=0.020  dist_to_target=0.007  dyn=2.187  position=0.023  rep=2.187  target_position=0.016  touch=0.036  velocity=0.109
  update 20200/500000: wm_total=4.049  con=0.020  dist_to_target=0.008  dyn=1.926  position=0.020  rep=1.926  target_position=0.016  touch=0.044  velocity=0.090
  update 20225/500000: wm_total=4.561  con=0.020  dist_to_target=0.004  dyn=2.178  position=0.022  rep=2.178  target_position=0.017  touch=0.035  velocity=0.106
  update 20250/500000: wm_total=4.228  con=0.020  dist_to_target=0.006  dyn=2.013  position=0.023  rep=2.013  target_position=0.016  touch=0.033  velocity=0.105
  update 20275/500000: wm_total=4.790  con=0.020  dist_to_target=0.005  dyn=2.289  position=0.022  rep=2.289  target_position=0.016  touch=0.041  velocity=0.107
  update 20300/500000: wm_total=5.245  con=0.020  dist_to_target=0.007  dyn=2.497  position=0.021  rep=2.497  target_position=0.017  touch=0.065  velocity=0.119
  update 20325/500000: wm_total=4.744  con=0.020  dist_to_target=0.007  dyn=2.252  position=0.023  rep=2.252  target_position=0.016  touch=0.034  velocity=0.138
  update 20350/500000: wm_total=4.820  con=0.020  dist_to_target=0.006  dyn=2.295  position=0.023  rep=2.295  target_position=0.016  touch=0.044  velocity=0.121
  update 20375/500000: wm_total=4.399  con=0.020  dist_to_target=0.005  dyn=2.088  position=0.023  rep=2.088  target_position=0.016  touch=0.043  velocity=0.115
  update 20400/500000: wm_total=5.436  con=0.020  dist_to_target=0.004  dyn=2.586  position=0.024  rep=2.586  target_position=0.016  touch=0.053  velocity=0.147
  update 20425/500000: wm_total=4.225  con=0.020  dist_to_target=0.007  dyn=2.019  position=0.022  rep=2.019  target_position=0.016  touch=0.026  velocity=0.096
  update 20450/500000: wm_total=4.257  con=0.020  dist_to_target=0.007  dyn=2.012  position=0.022  rep=2.012  target_position=0.016  touch=0.043  velocity=0.125
  update 20475/500000: wm_total=5.791  con=0.020  dist_to_target=0.003  dyn=2.761  position=0.024  rep=2.761  target_position=0.016  touch=0.054  velocity=0.151
  update 20500/500000: wm_total=4.773  con=0.020  dist_to_target=0.005  dyn=2.274  position=0.021  rep=2.274  target_position=0.016  touch=0.046  velocity=0.116
  update 20525/500000: wm_total=3.911  con=0.020  dist_to_target=0.005  dyn=1.865  position=0.020  rep=1.865  target_position=0.017  touch=0.032  velocity=0.087
  update 20550/500000: wm_total=4.159  con=0.020  dist_to_target=0.006  dyn=1.975  position=0.023  rep=1.975  target_position=0.016  touch=0.044  velocity=0.101
  update 20575/500000: wm_total=4.755  con=0.020  dist_to_target=0.007  dyn=2.267  position=0.023  rep=2.267  target_position=0.017  touch=0.047  velocity=0.106
  update 20600/500000: wm_total=5.088  con=0.020  dist_to_target=0.005  dyn=2.424  position=0.023  rep=2.424  target_position=0.015  touch=0.047  velocity=0.129
  update 20625/500000: wm_total=4.756  con=0.020  dist_to_target=0.008  dyn=2.262  position=0.021  rep=2.262  target_position=0.016  touch=0.036  velocity=0.130
  update 20650/500000: wm_total=3.378  con=0.020  dist_to_target=0.006  dyn=1.610  position=0.021  rep=1.610  target_position=0.015  touch=0.020  velocity=0.076
  update 20675/500000: wm_total=4.341  con=0.020  dist_to_target=0.006  dyn=2.065  position=0.024  rep=2.065  target_position=0.015  touch=0.034  velocity=0.112
  update 20700/500000: wm_total=4.306  con=0.020  dist_to_target=0.007  dyn=2.055  position=0.021  rep=2.055  target_position=0.015  touch=0.031  velocity=0.103
  update 20725/500000: wm_total=4.979  con=0.020  dist_to_target=0.006  dyn=2.378  position=0.022  rep=2.378  target_position=0.016  touch=0.034  velocity=0.124
  update 20750/500000: wm_total=4.431  con=0.020  dist_to_target=0.005  dyn=2.110  position=0.021  rep=2.110  target_position=0.015  touch=0.036  velocity=0.111
  update 20775/500000: wm_total=4.630  con=0.020  dist_to_target=0.004  dyn=2.207  position=0.022  rep=2.207  target_position=0.017  touch=0.047  velocity=0.107
  update 20800/500000: wm_total=4.225  con=0.020  dist_to_target=0.006  dyn=2.011  position=0.022  rep=2.011  target_position=0.015  touch=0.041  velocity=0.098
  update 20825/500000: wm_total=5.272  con=0.020  dist_to_target=0.004  dyn=2.509  position=0.022  rep=2.509  target_position=0.016  touch=0.058  velocity=0.132
  update 20850/500000: wm_total=4.441  con=0.020  dist_to_target=0.005  dyn=2.121  position=0.025  rep=2.121  target_position=0.016  touch=0.036  velocity=0.098
  update 20875/500000: wm_total=5.528  con=0.020  dist_to_target=0.005  dyn=2.637  position=0.024  rep=2.637  target_position=0.015  touch=0.049  velocity=0.140
  update 20900/500000: wm_total=4.536  con=0.020  dist_to_target=0.006  dyn=2.162  position=0.020  rep=2.162  target_position=0.015  touch=0.043  velocity=0.107
  update 20925/500000: wm_total=4.946  con=0.020  dist_to_target=0.005  dyn=2.363  position=0.021  rep=2.363  target_position=0.017  touch=0.051  velocity=0.104
  update 20950/500000: wm_total=3.905  con=0.020  dist_to_target=0.005  dyn=1.851  position=0.021  rep=1.851  target_position=0.017  touch=0.033  velocity=0.107
  update 20975/500000: wm_total=4.667  con=0.020  dist_to_target=0.005  dyn=2.229  position=0.022  rep=2.229  target_position=0.016  touch=0.045  velocity=0.101
  update 21000/500000: wm_total=3.683  con=0.020  dist_to_target=0.006  dyn=1.761  position=0.022  rep=1.761  target_position=0.016  touch=0.015  velocity=0.081
  update 21025/500000: wm_total=4.898  con=0.020  dist_to_target=0.004  dyn=2.328  position=0.025  rep=2.328  target_position=0.016  touch=0.037  velocity=0.140
  update 21050/500000: wm_total=4.984  con=0.020  dist_to_target=0.005  dyn=2.374  position=0.024  rep=2.374  target_position=0.016  touch=0.046  velocity=0.126
  update 21075/500000: wm_total=4.296  con=0.020  dist_to_target=0.007  dyn=2.043  position=0.024  rep=2.043  target_position=0.016  touch=0.035  velocity=0.109
  update 21100/500000: wm_total=4.444  con=0.020  dist_to_target=0.006  dyn=2.118  position=0.021  rep=2.118  target_position=0.016  touch=0.039  velocity=0.105
  update 21125/500000: wm_total=5.333  con=0.020  dist_to_target=0.006  dyn=2.551  position=0.023  rep=2.551  target_position=0.015  touch=0.048  velocity=0.118
  update 21150/500000: wm_total=3.568  con=0.020  dist_to_target=0.005  dyn=1.700  position=0.021  rep=1.700  target_position=0.015  touch=0.022  velocity=0.084
  update 21175/500000: wm_total=5.001  con=0.020  dist_to_target=0.005  dyn=2.381  position=0.022  rep=2.381  target_position=0.017  touch=0.048  velocity=0.126
  update 21200/500000: wm_total=5.171  con=0.020  dist_to_target=0.005  dyn=2.472  position=0.022  rep=2.472  target_position=0.017  touch=0.047  velocity=0.116
  update 21225/500000: wm_total=4.399  con=0.020  dist_to_target=0.007  dyn=2.100  position=0.020  rep=2.100  target_position=0.017  touch=0.032  velocity=0.102
  update 21250/500000: wm_total=3.843  con=0.020  dist_to_target=0.005  dyn=1.836  position=0.020  rep=1.836  target_position=0.016  touch=0.024  velocity=0.085
  update 21275/500000: wm_total=5.018  con=0.020  dist_to_target=0.006  dyn=2.392  position=0.030  rep=2.392  target_position=0.015  touch=0.041  velocity=0.121
  update 21300/500000: wm_total=4.827  con=0.020  dist_to_target=0.006  dyn=2.308  position=0.022  rep=2.308  target_position=0.016  touch=0.037  velocity=0.109
  update 21325/500000: wm_total=4.925  con=0.020  dist_to_target=0.006  dyn=2.351  position=0.030  rep=2.351  target_position=0.015  touch=0.034  velocity=0.117
  update 21350/500000: wm_total=5.594  con=0.020  dist_to_target=0.006  dyn=2.669  position=0.021  rep=2.669  target_position=0.016  touch=0.064  velocity=0.128
  update 21375/500000: wm_total=3.279  con=0.020  dist_to_target=0.007  dyn=1.555  position=0.023  rep=1.555  target_position=0.016  touch=0.021  velocity=0.081
  update 21400/500000: wm_total=3.998  con=0.020  dist_to_target=0.005  dyn=1.901  position=0.022  rep=1.901  target_position=0.016  touch=0.033  velocity=0.100
  update 21425/500000: wm_total=3.730  con=0.020  dist_to_target=0.007  dyn=1.783  position=0.021  rep=1.783  target_position=0.015  touch=0.025  velocity=0.076
  update 21450/500000: wm_total=4.515  con=0.020  dist_to_target=0.007  dyn=2.152  position=0.022  rep=2.152  target_position=0.015  touch=0.041  velocity=0.105
  update 21475/500000: wm_total=4.027  con=0.020  dist_to_target=0.005  dyn=1.921  position=0.021  rep=1.921  target_position=0.016  touch=0.030  velocity=0.092
  update 21500/500000: wm_total=4.239  con=0.020  dist_to_target=0.009  dyn=2.014  position=0.022  rep=2.014  target_position=0.015  touch=0.043  velocity=0.102
  update 21525/500000: wm_total=4.539  con=0.020  dist_to_target=0.005  dyn=2.165  position=0.022  rep=2.165  target_position=0.016  touch=0.044  velocity=0.102
  update 21550/500000: wm_total=5.316  con=0.020  dist_to_target=0.004  dyn=2.540  position=0.022  rep=2.540  target_position=0.016  touch=0.044  velocity=0.130
  update 21575/500000: wm_total=5.441  con=0.020  dist_to_target=0.005  dyn=2.596  position=0.023  rep=2.596  target_position=0.016  touch=0.049  velocity=0.136
  update 21600/500000: wm_total=4.906  con=0.020  dist_to_target=0.005  dyn=2.337  position=0.022  rep=2.337  target_position=0.016  touch=0.044  velocity=0.124
  update 21625/500000: wm_total=5.142  con=0.020  dist_to_target=0.009  dyn=2.460  position=0.021  rep=2.460  target_position=0.016  touch=0.042  velocity=0.113
  update 21650/500000: wm_total=4.956  con=0.020  dist_to_target=0.009  dyn=2.363  position=0.027  rep=2.363  target_position=0.016  touch=0.040  velocity=0.118
  update 21675/500000: wm_total=4.137  con=0.020  dist_to_target=0.005  dyn=1.985  position=0.021  rep=1.985  target_position=0.016  touch=0.025  velocity=0.080
  update 21700/500000: wm_total=4.988  con=0.020  dist_to_target=0.006  dyn=2.389  position=0.025  rep=2.389  target_position=0.016  touch=0.050  velocity=0.093
  update 21725/500000: wm_total=4.870  con=0.020  dist_to_target=0.005  dyn=2.331  position=0.023  rep=2.331  target_position=0.015  touch=0.042  velocity=0.102
  update 21750/500000: wm_total=4.293  con=0.020  dist_to_target=0.011  dyn=2.050  position=0.022  rep=2.050  target_position=0.016  touch=0.022  velocity=0.102
  update 21775/500000: wm_total=5.055  con=0.020  dist_to_target=0.007  dyn=2.405  position=0.023  rep=2.405  target_position=0.016  touch=0.048  velocity=0.131
  update 21800/500000: wm_total=4.593  con=0.020  dist_to_target=0.006  dyn=2.191  position=0.023  rep=2.191  target_position=0.016  touch=0.043  velocity=0.104
  update 21825/500000: wm_total=4.947  con=0.020  dist_to_target=0.006  dyn=2.356  position=0.022  rep=2.356  target_position=0.015  touch=0.038  velocity=0.132
  update 21850/500000: wm_total=3.989  con=0.020  dist_to_target=0.008  dyn=1.891  position=0.025  rep=1.891  target_position=0.015  touch=0.031  velocity=0.108
  update 21875/500000: wm_total=5.386  con=0.020  dist_to_target=0.005  dyn=2.584  position=0.023  rep=2.584  target_position=0.015  touch=0.043  velocity=0.110
  update 21900/500000: wm_total=5.798  con=0.020  dist_to_target=0.009  dyn=2.767  position=0.023  rep=2.767  target_position=0.017  touch=0.056  velocity=0.137
  update 21925/500000: wm_total=4.072  con=0.020  dist_to_target=0.005  dyn=1.943  position=0.021  rep=1.943  target_position=0.016  touch=0.035  velocity=0.088
  update 21950/500000: wm_total=4.956  con=0.020  dist_to_target=0.007  dyn=2.372  position=0.021  rep=2.372  target_position=0.016  touch=0.042  velocity=0.105
  update 21975/500000: wm_total=4.323  con=0.020  dist_to_target=0.008  dyn=2.061  position=0.021  rep=2.061  target_position=0.016  touch=0.035  velocity=0.100
  update 22000/500000: wm_total=4.407  con=0.020  dist_to_target=0.007  dyn=2.100  position=0.023  rep=2.100  target_position=0.016  touch=0.034  velocity=0.107
  update 22025/500000: wm_total=3.203  con=0.020  dist_to_target=0.004  dyn=1.525  position=0.021  rep=1.525  target_position=0.016  touch=0.019  velocity=0.073
  update 22050/500000: wm_total=5.775  con=0.020  dist_to_target=0.007  dyn=2.771  position=0.023  rep=2.771  target_position=0.016  touch=0.042  velocity=0.126
  update 22075/500000: wm_total=4.153  con=0.020  dist_to_target=0.005  dyn=1.981  position=0.021  rep=1.981  target_position=0.014  touch=0.034  velocity=0.096
  update 22100/500000: wm_total=4.566  con=0.020  dist_to_target=0.007  dyn=2.169  position=0.023  rep=2.169  target_position=0.016  touch=0.033  velocity=0.129
  update 22125/500000: wm_total=3.700  con=0.020  dist_to_target=0.005  dyn=1.758  position=0.021  rep=1.758  target_position=0.017  touch=0.028  velocity=0.094
  update 22150/500000: wm_total=5.941  con=0.020  dist_to_target=0.004  dyn=2.840  position=0.024  rep=2.840  target_position=0.016  touch=0.056  velocity=0.140
  update 22175/500000: wm_total=5.505  con=0.020  dist_to_target=0.006  dyn=2.627  position=0.023  rep=2.627  target_position=0.017  touch=0.061  velocity=0.124
  update 22200/500000: wm_total=4.952  con=0.020  dist_to_target=0.006  dyn=2.361  position=0.022  rep=2.361  target_position=0.017  touch=0.038  velocity=0.126
  update 22225/500000: wm_total=3.633  con=0.020  dist_to_target=0.005  dyn=1.733  position=0.021  rep=1.733  target_position=0.017  touch=0.027  velocity=0.076
  update 22250/500000: wm_total=4.701  con=0.020  dist_to_target=0.008  dyn=2.236  position=0.023  rep=2.236  target_position=0.016  touch=0.038  velocity=0.123
  update 22275/500000: wm_total=4.410  con=0.020  dist_to_target=0.008  dyn=2.105  position=0.023  rep=2.105  target_position=0.016  touch=0.035  velocity=0.099
  update 22300/500000: wm_total=4.530  con=0.020  dist_to_target=0.005  dyn=2.158  position=0.026  rep=2.158  target_position=0.015  touch=0.037  velocity=0.111
  update 22325/500000: wm_total=4.714  con=0.020  dist_to_target=0.005  dyn=2.251  position=0.022  rep=2.251  target_position=0.016  touch=0.042  velocity=0.105
  update 22350/500000: wm_total=5.026  con=0.020  dist_to_target=0.007  dyn=2.406  position=0.022  rep=2.406  target_position=0.017  touch=0.036  velocity=0.113
  update 22375/500000: wm_total=4.771  con=0.020  dist_to_target=0.004  dyn=2.277  position=0.022  rep=2.277  target_position=0.016  touch=0.045  velocity=0.109
  update 22400/500000: wm_total=5.545  con=0.020  dist_to_target=0.005  dyn=2.664  position=0.022  rep=2.664  target_position=0.017  touch=0.041  velocity=0.113
